Bin	Id	#	markers	marker	Contamination	ambiguous	#
3300020530-bin.6	o__Actinomycetales	71.91	2.25	1040812	129	42.4	1143
3300020530-bin.7	root	0.00	0.00	232973	31	31.3	332
3300020530-bin.8	root	0.00	0.00	214053	24	31.8	276
3300020530-bin.9	o__Actinomycetales	73.56	2.02	1021214	133	38.7	1145
3300020531-bin.1	k__Bacteria	56.47	1.20	528088	109	29.3	620
3300020531-bin.10	k__Bacteria	24.75	0.00	385607	93	62.1	456
3300020531-bin.11	k__Bacteria	89.34	1.18	5054146	662	55.1	4207
3300020531-bin.12	k__Bacteria	61.11	0.00	688958	134	29.6	814
3300020531-bin.13	k__Bacteria	56.69	0.00	614065	122	39.6	709
3300020531-bin.2	root	0.00	0.00	276973	85	43.7	298
3300020531-bin.3	o__Actinomycetales	37.38	1.05	466435	114	42.1	590
3300020531-bin.4	o__Actinomycetales	68.87	1.39	903740	87	40.6	962
3300020531-bin.5	root	0.00	0.00	288785	34	31.7	381
3300020531-bin.6	k__Bacteria	64.69	3.45	934266	173	46.3	1053
3300020531-bin.7	o__Actinomycetales	58.80	1.05	792428	145	38.7	934
3300020531-bin.8	c__Betaproteobacteria	89.10	1.82	1076129	83	37.1	1185
3300020531-bin.9	k__Bacteria	95.30	2.14	2153495	232	67.2	2234
3300020532-bin.1	k__Bacteria	36.40	0.85	1197933	298	52.8	1432
3300020532-bin.10	k__Bacteria	15.75	0.00	405771	116	51.2	512
3300020532-bin.11	o__Actinomycetales	36.55	0.59	438927	112	40.5	540
3300020532-bin.12	c__Betaproteobacteria	43.79	0.64	463224	110	37.0	599
3300020532-bin.13	root	0.00	0.00	268864	38	32.2	359
3300020532-bin.14	k__Bacteria	32.15	0.00	348465	95	40.1	411
3300020532-bin.15	k__Bacteria	41.58	0.00	883733	233	51.5	1066
3300020532-bin.16	o__Cytophagales	15.75	0.00	583254	175	40.6	714
3300020532-bin.2	k__Bacteria	24.61	0.00	342999	92	39.9	427
3300020532-bin.3	k__Bacteria	62.75	2.23	1346644	320	65.7	1374
3300020532-bin.4	o__Actinomycetales	38.52	0.96	611121	145	46.0	719
3300020532-bin.5	k__Bacteria	30.63	0.85	455239	123	51.9	566
3300020532-bin.6	k__Bacteria	6.58	0.00	268260	77	35.0	287
3300020532-bin.7	root	0.00	0.00	1106092	162	36.7	993
3300020532-bin.8	p__Cyanobacteria	97.22	0.22	4796389	277	38.0	4623
3300020532-bin.9	k__Bacteria	47.26	0.00	449091	85	29.5	553
3300020533-bin.1	k__Bacteria	31.62	2.59	382404	104	38.9	465
3300020533-bin.10	root	0.00	0.00	658576	91	43.3	938
3300020533-bin.11	k__Bacteria	15.52	0.00	334788	81	46.1	384
3300020533-bin.12	k__Bacteria	41.96	0.00	413948	85	29.3	532
3300020533-bin.13	k__Bacteria	27.59	0.00	275207	80	42.2	340
3300020533-bin.14	c__Betaproteobacteria	48.91	1.61	601212	139	37.1	748
3300020533-bin.15	root	4.17	0.00	286807	46	31.6	393
3300020533-bin.16	k__Bacteria	32.64	1.20	254806	55	29.5	311
3300020533-bin.17	k__Bacteria	22.78	0.00	286213	84	37.4	341
3300020533-bin.18	k__Archaea	4.91	0.50	511503	18	30.7	472
3300020533-bin.2	k__Bacteria	56.51	2.49	725754	158	62.6	834
3300020533-bin.3	p__Cyanobacteria	88.63	1.09	2498408	416	62.7	2909
3300020533-bin.4	k__Bacteria	27.59	1.72	438977	113	46.3	537
3300020533-bin.5	root	8.33	0.00	207897	52	46.3	253
3300020533-bin.6	k__Bacteria	78.29	1.78	1535371	255	59.9	1727
3300020533-bin.7	p__Bacteroidetes	81.65	2.33	2370078	419	41.7	2370
3300020533-bin.8	p__Cyanobacteria	89.54	2.45	2572950	310	67.9	2969
3300020533-bin.9	k__Bacteria	19.72	0.00	1017354	294	57.5	985
3300020534-bin.1	c__Betaproteobacteria	85.96	1.09	1065076	91	37.0	1198
3300020534-bin.10	o__Actinomycetales	71.86	1.05	988910	90	40.6	1055
3300020534-bin.11	c__Gammaproteobacteria	85.37	1.15	2328727	251	67.0	2331
3300020534-bin.12	k__Bacteria	84.62	3.50	1590989	236	53.4	1761
3300020534-bin.13	o__Actinomycetales	85.21	0.79	1337114	91	48.1	1395
3300020534-bin.14	k__Bacteria	52.59	0.00	867767	131	45.9	918
3300020534-bin.15	k__Bacteria	30.02	0.00	949511	240	40.2	981
3300020534-bin.16	p__Cyanobacteria	97.66	0.23	4211073	218	37.1	3912
3300020534-bin.17	k__Bacteria	62.90	0.60	557155	126	29.4	670
3300020534-bin.18	o__Actinomycetales	71.48	1.32	1026466	134	42.3	1121
3300020534-bin.19	k__Bacteria	61.57	1.70	752588	151	62.5	864
3300020534-bin.2	p__Bacteroidetes	17.26	0.49	547822	144	36.9	610
3300020534-bin.20	c__Gammaproteobacteria	74.14	0.72	2154941	319	69.5	2244
3300020534-bin.21	k__Bacteria	13.30	0.21	365744	96	51.0	436
3300020534-bin.22	k__Bacteria	41.81	0.00	759192	168	46.5	852
3300020534-bin.23	o__Actinomycetales	48.92	1.32	782820	182	38.4	945
3300020534-bin.24	o__Actinomycetales	69.11	0.57	936440	120	44.2	1026
3300020534-bin.25	o__Actinomycetales	77.66	1.88	895242	140	50.2	1014
3300020534-bin.26	k__Bacteria	11.21	0.00	285954	79	33.3	311
3300020534-bin.27	k__Bacteria	33.53	0.00	469733	100	29.2	576
3300020534-bin.28	o__Actinomycetales	70.56	2.30	1029343	110	38.6	1116
3300020534-bin.29	root	0.00	0.00	207671	53	39.0	259
3300020534-bin.3	k__Bacteria	19.11	0.00	265513	74	44.4	320
3300020534-bin.30	o__Actinomycetales	72.08	2.09	1110830	159	47.7	1222
3300020534-bin.31	k__Bacteria	15.52	0.00	774354	156	47.7	899
3300020534-bin.4	root	16.67	0.00	387750	89	45.7	398
3300020534-bin.5	o__Actinomycetales	75.44	0.26	975025	99	40.0	1040
3300020534-bin.6	k__Bacteria	25.74	0.00	726887	188	57.5	840
3300020534-bin.7	p__Bacteroidetes	42.47	1.92	942574	217	36.0	1013
3300020534-bin.8	o__Sphingomonadales	53.32	0.34	1237996	263	55.7	1423
3300020534-bin.9	k__Bacteria	18.97	0.16	337641	97	65.8	392
3300020535-bin.1	k__Bacteria	13.79	0.00	206758	56	47.4	238
3300020535-bin.10	root	4.17	0.00	283965	58	39.4	318
3300020535-bin.11	p__Bacteroidetes	18.05	0.59	366184	104	36.2	412
3300020535-bin.12	k__Bacteria	18.10	0.00	442882	100	46.1	471
3300020535-bin.13	k__Bacteria	48.43	0.00	798274	158	46.0	897
3300020535-bin.14	o__Burkholderiales	52.02	0.58	1396039	328	65.1	1544
3300020535-bin.15	k__Bacteria	17.24	0.00	340928	97	48.0	419
3300020535-bin.16	k__Bacteria	56.39	0.86	574962	128	39.7	674
3300020535-bin.17	root	4.40	2.31	392969	43	24.5	411
3300020535-bin.18	k__Bacteria	17.24	0.00	318004	86	46.2	354
3300020535-bin.19	k__Bacteria	37.24	0.00	471529	110	43.9	547
3300020535-bin.2	root	0.00	0.00	283383	63	41.0	324
3300020535-bin.20	k__Bacteria	13.21	0.00	251702	55	28.8	334
3300020535-bin.21	c__Betaproteobacteria	54.89	0.00	601781	129	37.1	732
3300020535-bin.22	k__Bacteria	37.93	0.00	553792	129	41.2	654
3300020535-bin.23	k__Bacteria	60.01	0.85	763082	176	54.0	921
3300020535-bin.24	k__Bacteria	32.05	0.00	291913	68	29.2	355
3300020535-bin.25	k__Bacteria	33.64	0.00	833283	212	57.8	926
3300020535-bin.26	k__Bacteria	36.68	0.00	521952	141	38.9	621
3300020535-bin.27	k__Bacteria	13.30	0.00	328987	96	65.2	347
3300020535-bin.28	p__Cyanobacteria	77.53	1.11	3198828	564	37.0	3353
3300020535-bin.3	o__Actinomycetales	44.77	1.67	553750	115	40.6	659
3300020535-bin.4	k__Bacteria	15.79	0.00	213208	60	42.1	264
3300020535-bin.5	k__Bacteria	21.63	0.00	331857	97	45.2	416
3300020535-bin.6	k__Bacteria	67.13	1.28	1181643	264	51.9	1380
3300020535-bin.7	k__Bacteria	49.84	1.85	686412	166	62.5	791
3300020535-bin.8	k__Bacteria	88.46	2.56	1856108	283	67.0	2001
3300020535-bin.9	k__Bacteria	15.52	0.00	270072	81	38.2	331
3300020536-bin.1	p__Bacteroidetes	43.10	0.00	1327411	303	41.1	1410
3300020536-bin.10	root	0.00	0.00	775598	122	33.3	1153
3300020536-bin.11	root	0.00	0.00	631213	132	57.7	769
3300020536-bin.12	k__Bacteria	72.96	0.00	1486411	262	35.9	1594
3300020536-bin.13	root	0.00	0.00	224972	14	61.2	267
3300020536-bin.14	k__Bacteria	44.98	0.00	565091	117	37.3	642
3300020536-bin.15	o__Actinomycetales	76.50	0.91	1116131	90	38.7	1209
3300020536-bin.16	root	0.00	0.00	209337	26	31.4	272
3300020536-bin.17	k__Bacteria	43.97	1.72	955361	138	46.1	1028
3300020536-bin.18	k__Bacteria	35.70	0.00	2057553	536	57.7	1982
3300020536-bin.19	k__Bacteria	69.72	2.78	975479	140	62.6	1060
3300020536-bin.2	k__Bacteria	64.25	1.20	526175	110	29.5	610
3300020536-bin.20	k__Bacteria	58.39	1.31	617737	120	29.4	728
3300020536-bin.3	o__Actinomycetales	69.22	1.49	1045072	109	42.4	1133
3300020536-bin.4	p__Cyanobacteria	97.92	0.82	2760056	196	63.6	3034
3300020536-bin.5	p__Cyanobacteria	99.18	0.82	2924451	62	67.7	3129
3300020536-bin.6	root	0.00	0.00	297844	9	31.9	386
3300020536-bin.7	k__Bacteria	86.32	1.28	1671743	158	59.8	1774
3300020536-bin.8	c__Betaproteobacteria	83.97	0.67	1011136	86	37.0	1132
3300020536-bin.9	k__Bacteria	38.95	0.00	943100	154	46.4	1024
3300020537-bin.1	p__Bacteroidetes	86.42	0.54	2034352	226	36.4	1951
3300020537-bin.10	k__Bacteria	21.55	0.00	355576	96	46.6	428
3300020537-bin.11	c__Betaproteobacteria	87.77	1.11	1025621	81	37.0	1149
3300020537-bin.12	k__Archaea	4.91	0.22	472774	50	30.7	463
3300020537-bin.13	o__Actinomycetales	79.33	0.29	1113673	145	44.1	1240
3300020537-bin.14	k__Bacteria	30.33	0.00	722221	157	46.3	807
3300020537-bin.15	k__Bacteria	61.09	2.52	549862	104	29.3	652
3300020537-bin.16	k__Bacteria	53.24	0.93	797999	156	62.4	907
3300020537-bin.17	k__Archaea	4.60	0.00	608169	55	24.0	678
3300020537-bin.18	k__Bacteria	23.43	0.00	1769114	464	40.0	2138
3300020537-bin.19	k__Bacteria	85.28	1.18	4310370	657	52.4	3773
3300020537-bin.2	k__Bacteria	14.66	0.00	635411	183	41.2	686
3300020537-bin.20	o__Actinomycetales	70.18	1.40	988414	125	38.7	1108
3300020537-bin.21	p__Cyanobacteria	12.30	0.00	352518	94	59.3	451
3300020537-bin.22	k__Bacteria	50.00	1.72	949794	147	46.0	1011
3300020537-bin.23	k__Bacteria	61.05	1.45	1192049	270	66.8	1358
3300020537-bin.24	k__Bacteria	81.35	2.59	1520846	206	51.8	1718
3300020537-bin.25	p__Bacteroidetes	34.66	0.00	650768	159	36.1	724
3300020537-bin.26	k__Bacteria	76.35	0.00	870196	98	39.8	941
3300020537-bin.3	o__Actinomycetales	60.54	2.50	954956	155	42.3	1078
3300020537-bin.4	k__Bacteria	53.84	1.20	590078	105	29.3	699
3300020537-bin.5	f__Flavobacteriaceae	86.75	2.00	2411389	354	33.1	2507
3300020537-bin.6	o__Actinomycetales	75.99	0.35	1029156	78	40.7	1095
3300020537-bin.7	k__Bacteria	25.86	0.00	735135	145	46.0	818
3300020537-bin.8	k__Bacteria	40.91	0.00	1264736	319	61.1	1349
3300020537-bin.9	o__Actinomycetales	27.41	0.00	290846	71	39.5	352
3300020538-bin.1	k__Bacteria	54.90	1.04	992347	197	51.1	1162
3300020538-bin.10	p__Bacteroidetes	93.35	2.30	2226241	148	31.5	2021
3300020538-bin.11	o__Actinomycetales	20.94	0.58	367904	91	54.3	458
3300020538-bin.12	f__Flavobacteriaceae	97.62	1.61	2107864	137	31.5	2043
3300020538-bin.13	o__Actinomycetales	48.65	1.47	740985	168	38.4	899
3300020538-bin.14	c__Betaproteobacteria	11.00	0.00	248025	76	53.9	309
3300020538-bin.15	o__Actinomycetales	81.45	2.02	1233688	154	52.9	1341
3300020538-bin.16	o__Actinomycetales	74.76	0.29	1139418	173	56.5	1256
3300020538-bin.17	c__Betaproteobacteria	54.44	0.45	634946	116	36.6	777
3300020538-bin.18	k__Bacteria	43.97	0.00	598162	122	38.5	698
3300020538-bin.19	o__Sphingomonadales	94.45	1.74	2251732	197	55.7	2336
3300020538-bin.2	k__Bacteria	55.56	0.93	658597	145	63.2	760
3300020538-bin.20	k__Bacteria	64.01	0.11	629301	125	29.4	739
3300020538-bin.21	p__Bacteroidetes	71.56	2.71	1704026	334	37.8	1727
3300020538-bin.22	p__Bacteroidetes	86.18	1.23	1632138	218	36.2	1640
3300020538-bin.23	k__Bacteria	59.14	0.00	565183	125	29.3	678
3300020538-bin.24	k__Bacteria	44.12	0.00	662445	143	47.5	775
3300020538-bin.25	p__Cyanobacteria	96.33	0.89	3988093	310	37.2	3737
3300020538-bin.26	k__Bacteria	90.25	0.00	2203423	258	58.0	2162
3300020538-bin.27	k__Bacteria	38.51	0.43	792647	177	51.3	929
3300020538-bin.28	o__Actinomycetales	59.57	5.00	967021	174	46.5	1091
3300020538-bin.29	o__Actinomycetales	59.91	1.35	857044	143	42.3	976
3300020538-bin.3	k__Bacteria	68.06	0.93	809251	136	62.6	909
3300020538-bin.4	o__Actinomycetales	75.08	1.58	1002670	96	39.9	1085
3300020538-bin.5	k__Bacteria	11.21	0.00	309820	77	36.2	325
3300020538-bin.6	o__Actinomycetales	16.43	0.00	405191	98	48.0	500
3300020538-bin.7	k__Bacteria	89.32	4.70	1879370	167	53.5	1976
3300020538-bin.8	o__Actinomycetales	79.06	1.64	1014848	144	50.2	1128
3300020538-bin.9	o__Actinomycetales	85.34	2.10	1289147	141	55.3	1342
3300020539-bin.1	k__Bacteria	12.30	0.00	308202	94	66.4	379
3300020539-bin.10	o__Actinomycetales	65.40	1.32	871766	125	39.9	978
3300020539-bin.11	o__Actinomycetales	71.18	2.48	1008943	157	38.8	1149
3300020539-bin.12	k__Bacteria	46.67	0.00	449754	102	29.1	530
3300020539-bin.13	p__Cyanobacteria	98.64	0.91	3344527	137	65.6	3444
3300020539-bin.14	p__Bacteroidetes	77.08	0.99	2892631	450	46.6	3008
3300020539-bin.15	k__Bacteria	46.44	0.00	522626	115	29.2	627
3300020539-bin.16	k__Bacteria	46.12	0.00	734242	152	46.3	870
3300020539-bin.2	f__Flavobacteriaceae	95.26	1.18	2652915	242	33.5	2625
3300020539-bin.3	k__Bacteria	88.80	2.35	4907942	715	55.1	4110
3300020539-bin.4	k__Bacteria	68.61	1.28	1435629	282	67.0	1611
3300020539-bin.5	root	0.00	0.00	270339	28	31.5	390
3300020539-bin.6	p__Cyanobacteria	97.01	2.55	2963442	276	61.9	3275
3300020539-bin.7	c__Betaproteobacteria	57.91	0.45	626730	120	36.7	783
3300020539-bin.8	k__Bacteria	60.14	0.68	1312790	288	65.5	1369
3300020539-bin.9	k__Bacteria	18.97	0.00	790012	233	40.9	855
3300020540-bin.1	o__Actinomycetales	66.79	0.96	1016515	132	42.2	1124
3300020540-bin.10	k__Bacteria	46.95	0.00	510451	105	29.5	581
3300020540-bin.11	root	4.17	0.00	328086	83	45.3	382
3300020540-bin.12	k__Bacteria	89.34	3.42	2304448	351	52.8	2513
3300020540-bin.13	o__Actinomycetales	69.65	0.35	882748	112	40.1	973
3300020540-bin.14	k__Bacteria	87.84	1.71	1626651	196	54.3	1799
3300020540-bin.15	c__Betaproteobacteria	93.66	1.73	1122080	85	37.1	1226
3300020540-bin.16	o__Burkholderiales	75.54	0.41	1235711	214	46.1	1450
3300020540-bin.17	root	0.00	0.00	1277066	245	39.6	1465
3300020540-bin.18	k__Bacteria	81.53	2.14	1344599	226	51.9	1576
3300020540-bin.19	root	16.67	0.00	343106	88	44.8	421
3300020540-bin.2	k__Bacteria	55.04	0.93	775585	172	62.5	883
3300020540-bin.20	k__Bacteria	77.76	0.00	900323	109	39.8	989
3300020540-bin.21	k__Bacteria	28.61	0.00	303985	68	39.1	362
3300020540-bin.22	k__Bacteria	21.55	0.00	334157	79	37.7	378
3300020540-bin.23	k__Bacteria	53.09	0.00	820085	132	38.4	927
3300020540-bin.24	o__Actinomycetales	77.36	4.91	1050313	181	50.2	1161
3300020540-bin.25	k__Archaea	3.38	0.14	359114	79	30.1	429
3300020540-bin.26	k__Bacteria	11.27	0.81	300673	90	40.6	370
3300020540-bin.27	k__Bacteria	63.78	1.85	888789	185	63.3	1001
3300020540-bin.28	k__Bacteria	46.63	0.17	920798	234	58.2	1105
3300020540-bin.29	k__Bacteria	67.95	3.85	1361305	248	52.2	1564
3300020540-bin.3	k__Bacteria	67.40	0.86	920152	161	45.0	1053
3300020540-bin.30	k__Bacteria	45.03	0.00	594603	157	38.4	697
3300020540-bin.4	o__Actinomycetales	84.12	2.60	1192163	140	49.4	1283
3300020540-bin.5	k__Bacteria	52.58	1.20	502948	114	29.3	584
3300020540-bin.6	k__Bacteria	12.07	0.00	240131	71	46.0	311
3300020540-bin.7	p__Bacteroidetes	48.24	0.54	1047764	262	37.7	1150
3300020540-bin.8	root	4.17	0.00	376966	84	40.6	449
3300020540-bin.9	k__Bacteria	20.91	0.00	303149	84	47.3	375
3300020541-bin.1	p__Cyanobacteria	97.71	2.84	4759292	398	39.5	4616
3300020541-bin.10	o__Burkholderiales	53.79	0.23	1186428	286	51.7	1394
3300020541-bin.11	k__Bacteria	18.90	0.00	826407	234	60.3	885
3300020541-bin.12	o__Actinomycetales	37.45	0.53	463795	107	40.6	550
3300020541-bin.13	p__Cyanobacteria	17.52	0.22	891865	257	41.4	1022
3300020541-bin.14	k__Bacteria	61.44	3.29	2493072	563	68.8	2461
3300020541-bin.2	k__Bacteria	9.48	0.00	288061	90	39.7	314
3300020541-bin.3	p__Bacteroidetes	37.68	0.49	1209875	320	44.1	1307
3300020541-bin.4	o__Actinomycetales	31.66	0.54	492527	132	44.1	604
3300020541-bin.5	k__Archaea	3.67	0.14	263339	55	30.9	293
3300020541-bin.6	k__Bacteria	53.45	1.72	739206	133	46.0	846
3300020541-bin.7	k__Bacteria	69.66	3.53	3125792	708	52.5	2906
3300020541-bin.8	k__Bacteria	20.18	0.00	256014	72	42.2	324
3300020541-bin.9	k__Bacteria	35.34	1.72	534469	128	48.9	630
3300020542-bin.1	k__Bacteria	24.24	0.00	419294	115	39.8	514
3300020542-bin.10	k__Bacteria	12.48	0.00	255552	75	37.3	290
3300020542-bin.11	k__Bacteria	40.63	0.67	448840	78	29.7	553
3300020542-bin.12	root	0.00	0.00	488540	96	35.8	496
3300020542-bin.13	root	0.00	0.00	343746	96	51.6	408
3300020542-bin.14	k__Archaea	2.97	0.00	314238	39	19.8	296
3300020542-bin.15	k__Bacteria	14.66	0.00	592150	174	41.0	709
3300020542-bin.16	root	0.00	0.00	258513	36	34.2	346
3300020542-bin.17	k__Bacteria	8.62	0.00	364832	99	51.8	443
3300020542-bin.18	k__Bacteria	27.12	0.00	326887	90	39.9	412
3300020542-bin.19	c__Betaproteobacteria	35.64	0.64	435335	106	36.9	554
3300020542-bin.2	k__Bacteria	40.29	2.14	821932	222	51.5	970
3300020542-bin.20	k__Bacteria	46.26	0.00	1120125	268	52.7	1323
3300020542-bin.21	o__Actinomycetales	32.79	0.00	402778	113	40.7	493
3300020542-bin.22	p__Bacteroidetes	33.76	0.00	633119	172	34.9	699
3300020542-bin.3	k__Bacteria	34.48	0.00	536667	132	45.9	631
3300020542-bin.4	k__Bacteria	64.71	2.70	1307619	309	65.7	1358
3300020542-bin.5	root	0.00	0.00	233069	69	45.8	274
3300020542-bin.6	root	0.00	0.00	256402	37	31.9	353
3300020542-bin.7	p__Bacteroidetes	18.77	0.00	450129	137	33.6	523
3300020542-bin.8	p__Cyanobacteria	98.33	0.22	4789593	274	38.0	4602
3300020542-bin.9	k__Bacteria	44.38	0.00	315948	90	40.0	380
3300020543-bin.1	k__Bacteria	8.79	0.00	607229	178	38.7	716
3300020543-bin.10	o__Actinomycetales	76.80	0.25	1044612	69	40.8	1095
3300020543-bin.11	c__Gammaproteobacteria	90.51	3.81	2546855	303	40.1	2640
3300020543-bin.12	c__Betaproteobacteria	70.33	0.36	1158610	190	49.1	1297
3300020543-bin.13	p__Cyanobacteria	58.26	0.56	1594334	333	61.5	1907
3300020543-bin.14	k__Bacteria	55.98	1.38	1220593	270	66.9	1404
3300020543-bin.15	k__Bacteria	19.31	0.00	314527	85	42.0	361
3300020543-bin.16	c__Betaproteobacteria	84.91	0.93	1022232	114	37.2	1161
3300020543-bin.17	k__Bacteria	63.20	1.20	741585	137	29.6	888
3300020543-bin.18	root	0.00	0.00	227170	9	41.0	129
3300020543-bin.19	k__Bacteria	51.72	1.72	947840	113	46.2	1014
3300020543-bin.2	k__Archaea	4.62	0.00	323398	73	28.4	386
3300020543-bin.3	k__Bacteria	59.26	0.23	890588	156	62.4	980
3300020543-bin.4	k__Bacteria	61.21	0.43	957820	197	53.7	1144
3300020543-bin.5	o__Actinomycetales	59.78	0.29	819661	138	38.7	933
3300020543-bin.6	k__Bacteria	5.42	0.00	344156	98	42.3	351
3300020543-bin.7	k__Bacteria	80.13	4.51	4395434	760	43.9	3994
3300020543-bin.8	k__Bacteria	67.10	2.41	614160	121	29.3	724
3300020543-bin.9	k__Bacteria	21.96	0.00	450322	113	51.8	547
3300020544-bin.1	k__Bacteria	88.03	1.28	1981921	246	67.1	2083
3300020544-bin.10	p__Bacteroidetes	78.82	5.25	1670847	276	35.9	1687
3300020544-bin.11	c__Betaproteobacteria	85.74	0.94	1044107	85	37.0	1156
3300020544-bin.12	o__Actinomycetales	74.45	1.32	959794	83	39.9	1015
3300020544-bin.13	k__Bacteria	89.17	1.28	1736985	116	59.9	1801
3300020544-bin.14	k__Bacteria	62.31	0.00	790220	154	62.4	905
3300020544-bin.15	o__Actinomycetales	75.84	0.53	1044942	74	40.7	1090
3300020544-bin.16	o__Burkholderiales	68.64	1.75	1229306	244	45.8	1432
3300020544-bin.17	k__Bacteria	84.44	2.85	1379275	205	51.9	1601
3300020544-bin.18	root	8.33	0.00	420237	85	41.3	474
3300020544-bin.19	k__Bacteria	18.62	0.00	526945	133	60.4	621
3300020544-bin.2	o__Actinomycetales	86.17	1.93	1167181	99	50.8	1272
3300020544-bin.20	k__Bacteria	3.45	0.00	696821	106	61.6	796
3300020544-bin.21	o__Actinomycetales	76.88	1.08	1131024	102	38.7	1207
3300020544-bin.22	p__Bacteroidetes	30.15	0.00	705307	162	37.6	762
3300020544-bin.23	o__Actinomycetales	59.96	0.79	875464	162	44.0	1024
3300020544-bin.24	o__Actinomycetales	32.53	0.00	455881	111	47.9	556
3300020544-bin.25	k__Bacteria	20.69	0.00	613218	152	37.4	670
3300020544-bin.26	k__Bacteria	59.89	2.35	3364287	671	52.4	3098
3300020544-bin.27	p__Cyanobacteria	64.76	3.76	1723755	405	68.3	2192
3300020544-bin.28	k__Bacteria	57.46	1.92	582380	125	29.7	719
3300020544-bin.29	k__Bacteria	14.73	0.00	414094	118	59.0	476
3300020544-bin.3	k__Bacteria	12.07	0.00	245049	55	45.3	254
3300020544-bin.30	k__Bacteria	40.67	0.00	769420	171	46.4	854
3300020544-bin.31	k__Bacteria	64.82	1.31	652922	127	29.6	774
3300020544-bin.4	k__Bacteria	81.23	2.97	1837905	290	59.6	2042
3300020544-bin.5	k__Bacteria	57.05	1.72	1028629	146	45.9	1090
3300020544-bin.6	k__Bacteria	21.03	0.00	422360	99	38.0	503
3300020544-bin.7	k__Bacteria	95.22	3.99	6185992	584	50.9	5241
3300020544-bin.8	o__Actinomycetales	63.10	1.49	956338	141	42.3	1062
3300020544-bin.9	k__Bacteria	26.72	0.00	223309	61	39.5	280
3300020546-bin.1	k__Bacteria	15.36	0.00	336925	49	47.1	322
3300020546-bin.10	p__Bacteroidetes	83.86	1.18	2648679	295	44.2	2546
3300020546-bin.11	o__Burkholderiales	25.42	0.00	543172	149	50.9	667
3300020546-bin.12	o__Actinomycetales	59.07	0.79	728991	110	39.9	803
3300020546-bin.13	k__Bacteria	61.40	1.20	670002	146	29.4	820
3300020546-bin.14	o__Actinomycetales	63.36	0.00	957868	139	42.3	1047
3300020546-bin.15	k__Bacteria	25.86	0.00	547599	117	46.4	647
3300020546-bin.16	f__Flavobacteriaceae	89.69	2.14	2792585	303	33.3	2675
3300020546-bin.17	k__Bacteria	57.48	0.00	972350	146	45.9	1030
3300020546-bin.18	p__Bacteroidetes	33.54	0.00	1293553	323	46.1	1506
3300020546-bin.19	k__Bacteria	2.59	0.16	4620109	1346	38.0	8186
3300020546-bin.2	k__Bacteria	69.83	0.00	1332103	191	51.9	1500
3300020546-bin.20	k__Bacteria	12.50	0.00	417810	83	55.4	388
3300020546-bin.21	o__Actinomycetales	74.14	2.37	987929	76	40.8	1027
3300020546-bin.22	p__Bacteroidetes	71.61	0.20	2381547	386	40.6	2417
3300020546-bin.23	o__Burkholderiales	77.19	1.61	1278754	211	46.1	1475
3300020546-bin.24	k__Bacteria	15.13	0.00	406322	96	45.3	474
3300020546-bin.25	k__Bacteria	43.92	0.95	880008	224	66.7	1020
3300020546-bin.26	k__Bacteria	82.91	1.71	1345140	208	54.1	1549
3300020546-bin.27	k__Bacteria	45.14	0.86	957252	133	46.1	1007
3300020546-bin.28	p__Bacteroidetes	32.54	0.00	746983	177	34.8	800
3300020546-bin.29	k__Archaea	1.75	0.14	322035	59	29.5	356
3300020546-bin.3	k__Bacteria	62.39	0.60	546228	111	29.2	647
3300020546-bin.4	o__Actinomycetales	68.77	0.00	911481	97	39.8	975
3300020546-bin.5	o__Actinomycetales	79.99	1.89	1079794	123	44.2	1180
3300020546-bin.6	k__Bacteria	14.46	0.00	408560	111	52.3	523
3300020546-bin.7	k__Bacteria	37.23	0.00	682425	148	46.2	746
3300020546-bin.8	c__Betaproteobacteria	86.54	0.64	1001794	99	37.2	1129
3300020546-bin.9	o__Actinomycetales	78.44	1.99	1155261	99	38.7	1244
3300020547-bin.1	k__Bacteria	74.57	4.31	1073688	143	46.0	1168
3300020547-bin.10	o__Actinomycetales	72.81	2.76	1089365	108	42.4	1179
3300020547-bin.11	p__Bacteroidetes	95.94	0.51	2855882	219	44.2	2641
3300020547-bin.12	k__Bacteria	36.99	0.00	2191327	571	51.8	2228
3300020547-bin.13	o__Actinomycetales	44.71	0.59	566599	117	39.8	657
3300020547-bin.14	o__Actinomycetales	51.08	0.31	761178	155	38.7	920
3300020547-bin.15	c__Betaproteobacteria	37.53	0.03	405977	104	36.4	546
3300020547-bin.16	o__Actinomycetales	19.94	0.00	238725	66	44.1	323
3300020547-bin.17	o__Actinomycetales	77.31	0.59	1018845	72	40.8	1075
3300020547-bin.18	k__Bacteria	2.89	0.16	376413	110	67.7	379
3300020547-bin.19	o__Actinomycetales	60.45	0.81	908414	145	47.5	1019
3300020547-bin.2	k__Bacteria	35.61	1.20	369838	84	29.1	468
3300020547-bin.20	p__Cyanobacteria	94.52	2.26	2389223	225	68.0	2661
3300020547-bin.21	k__Bacteria	47.41	1.92	488238	115	29.6	618
3300020547-bin.3	c__Gammaproteobacteria	9.61	0.06	321890	99	68.7	376
3300020547-bin.4	o__Actinomycetales	85.36	0.45	1279585	77	48.8	1322
3300020547-bin.5	root	0.00	0.00	226584	26	45.9	370
3300020547-bin.6	k__Bacteria	9.07	0.00	624760	179	68.0	670
3300020547-bin.7	k__Bacteria	46.87	0.00	1140174	265	67.7	1518
